"","container.title","published.print","doi","issue","title","volume","author","issn"
"1253","American Economic Journal: Macroeconomics","2021-10-01","10.1257/mac.20150370","4","The Extensive Margin of Exporting Products: A Firm-Level Analysis","13","list(given = c(""Costas"", ""Sharat"", ""Marc-Andreas""), family = c(""Arkolakis"", ""Ganapati"", ""Muendler""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""Yale University, CESifo, and NBER (email: )"", ""Georgetown University and CESifo (email: )"", ""UC San Diego, CESifo, and NBER (email: )""))","1945-7715"
"1254","American Economic Journal: Macroeconomics","2019-07-01","10.1257/mac.20170434","3","Trade-Induced Structural Change and the Skill Premium","11","list(given = c(""Javier"", ""Sebastian""), family = c(""Cravino"", ""Sotelo""), sequence = c(""first"", ""additional""), affiliation.name = c(""University of Michigan, 611 Tappan Avenue, Ann Arbor, MI 48109 (email: )"", ""University of Michigan, 611 Tappan Avenue, Ann Arbor, MI 48109 (email: )""))","1945-7715"
"1255","American Economic Journal: Macroeconomics","2010-04-01","10.1257/mac.2.2.95","2","Putting the Parts Together: Trade, Vertical Linkages, and Business Cycle Comovement","2","list(given = c(""Julian"", ""Andrei A""), family = c(""di Giovanni"", ""Levchenko""), sequence = c(""first"", ""additional""), affiliation.name = c(""International Monetary Fund, 700 19th Street NW, Washington, DC 20431."", ""University of Michigan, 611 Tappan Street, Ann Arbor, MI 48109.""))","1945-7715"
"1256","American Economic Journal: Macroeconomics","2015-07-01","10.1257/mac.20130265","3","A New History of Banking Panics in the United States, 1825–1929: Construction and Implications","7","list(given = ""Andrew J."", family = ""Jalil"", sequence = ""first"", affiliation.name = ""Department of Economics, Occidental College, 1600 Campus Road, Los Angeles, CA 90041 (e-mail: )."")","1945-7715"
"1257","American Economic Journal: Macroeconomics","2018-01-01","10.1257/mac.20170061","1","Measuring Job-Finding Rates and Matching Efficiency with Heterogeneous Job-Seekers","10","list(given = c(""Robert E."", ""Sam""), family = c(""Hall"", ""Schulhofer-Wohl""), sequence = c(""first"", ""additional""), affiliation.name = c(""Hoover Institution and Department of Economics, Stanford University, Stanford, CA 94503, and National Bureau of Economic Research, 1050 Massachusetts Avenue, Cambridge, MA 02138 (email: )"", ""Federal Reserve Bank of Chicago, 230 South LaSalle Street, Chicago, IL 60604 (email: )""))","1945-7715"
"1258","American Economic Journal: Macroeconomics","2015-10-01","10.1257/mac.20130041","4","Sectoral Technology and Structural Transformation","7","list(given = c(""Berthold"", ""Christopher"", ""Ákos""), family = c(""Herrendorf"", ""Herrington"", ""Valentinyi""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""Department of Economics, W.P. Carey School of Business, Arizona State University, 501 East Orange Street, Tempe, AZ 85287 (e-mail: )"", ""Department of Economics, VCU School of Business, Virginia Commonwealth University, Snead Hall, 301 W. Main Street, Richmond, VA 23284 (e-mail: )"", ""Institute of Economics, Hungarian Academy of Sciences (HAS); Cardiff Business School, Cardiff University, Aberconway Building, Colum Drive, United Kingdom; and the Center for Economic and Policy Research (CEPR) (e-mail: )""
))","1945-7715"
"1259","American Economic Journal: Macroeconomics","2011-01-01","10.1257/mac.3.1.1","1","Simple Analytics of the Government Expenditure Multiplier","3","list(given = ""Michael"", family = ""Woodford"", sequence = ""first"", affiliation.name = ""Department of Economics, Columbia University, 420 West 118th Street, New York, NY 10027."")","1945-7715"
"1260","American Economic Journal: Macroeconomics","2013-07-01","10.1257/mac.5.3.1","3","Credit Risk and Disaster Risk","5","list(given = ""François"", family = ""Gourio"", sequence = ""first"", affiliation.name = ""Federal Reserve Bank of Chicago, 230 South LaSalle Street, Chicago IL 60604, and Department of Economics, Boston University and National Bureau of Economic Research."")","1945-7715"
"1261","American Economic Journal: Macroeconomics","2014-01-01","10.1257/mac.6.1.134","1","Quantifying the Contribution of Search to Wage Inequality","6","list(given = c(""Volker"", ""Felix""), family = c(""Tjaden"", ""Wellschmied""), sequence = c(""first"", ""additional""), affiliation.name = c(""Bonn Graduate School of Economics, Kaiserstrasse 1, D-53113 Bonn, Germany (e-mail: )"", ""Bonn Graduate School of Economics and IZA Bonn, Kaiserstrasse 1, D-53113 Bonn, Germany (e-mail: )""))","1945-7715"
"1262","American Economic Journal: Macroeconomics","2018-10-01","10.1257/mac.20150171","4","Oil and Macroeconomic (In)Stability","10","list(given = c(""Hilde C."", ""Vegard H."", ""Junior""), family = c(""Bjørnland"", ""Larsen"", ""Maih""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""Department of Economics, BI Norwegian Business School, Nydalsveien 37, N-0484 Oslo (email: )"", ""Department of Economics, BI Norwegian Business School, Nydalsveien 37, N-0484 Oslo, and Norges Bank (email: )"", ""Norges Bank, Monetary Policy Department, P.O. Box 1179 Sentrum 0107 Oslo, and BI Norwegian Business School (email: )""))","1945-7715"
"1263","American Economic Journal: Macroeconomics","2017-07-01","10.1257/mac.20150051","3","Zipf's Law, Pareto's Law, and the Evolution of Top Incomes in the United States","9","list(given = c(""Shuhei"", ""Makoto""), family = c(""Aoki"", ""Nirei""), sequence = c(""first"", ""additional""), affiliation.name = c(""Department of Economics, Shinshu University, 3-1-1 Asahi, Matsumoto, Nagano, Japan (email: )"", ""Department of Economics, University of Tokyo, 7-3-1 Hongo, Bunkyo-ku, Tokyo, Japan (email: )""))","1945-7715"
"1264","American Economic Journal: Macroeconomics","2010-10-01","10.1257/mac.2.4.222","4","Determinants of Economic Growth: Will Data Tell?","2","list(given = c(""Antonio"", ""Marek""), family = c(""Ciccone"", ""Jarocinski""), sequence = c(""first"", ""additional""), affiliation.name = c(""ICREA-Universitat Pompeu Fabra, Ramon Trias Fargas, 25-27, 08005 Barcelona, Spain."", ""European Central Bank, Kaiserstrasse 29, 60311 Frankfurt am Main, Germany.""))","1945-7715"
"1265","American Economic Journal: Macroeconomics","2020-07-01","10.1257/mac.20180290","3","Sticky Wage Models and Labor Supply Constraints","12","list(given = c(""Zhen"", ""José-Víctor""), family = c(""Huo"", ""Ríos-Rull""), sequence = c(""first"", ""additional""), affiliation.name = c(""Yale University, 28 Hillhouse Ave., New Haven, CT 06510 (email: )"", ""University of Pennsylvania, 133 S. 36th St., Philadelphia, PA 19104 (email: )""))","1945-7715"
"1266","American Economic Journal: Macroeconomics","2014-04-01","10.1257/mac.6.2.156","2","Missing Import Price Changes and Low Exchange Rate Pass-Through","6","list(given = c(""Etienne"", ""Benjamin R."", ""Robert J.""), family = c(""Gagnon"", ""Mandel"", ""Vigfusson""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""Federal Reserve Board, Washington, DC 20551 (e-mail: )"", ""Federal Reserve Bank of New York, 33 Liberty Street, New York, NY 10045 (e-mail: )"", ""Federal Reserve Board, Washington, DC 20551 (e-mail: )""))","1945-7715"
"1267","American Economic Journal: Macroeconomics","2011-10-01","10.1257/mac.3.4.143","4","Contrasting Trends in Firm Volatility","3","list(given = c(""David"", ""Mathias""), family = c(""Thesmar"", ""Thoenig""), sequence = c(""first"", ""additional""), affiliation.name = c(""Department of Finance, HEC Paris, 1 rue de la libération, 78351 Jouy-en-Josas cedex, France and CEPR."", ""Faculty of Business and Economics, University of Lausanne, HEC Lausanne, Extranef, Dorigny, CH-1015 Lausanne, Switzerland and CEPR.""))","1945-7715"
"1268","American Economic Journal: Macroeconomics","2020-10-01","10.1257/mac.20180484","4","Quantitative Easing, Collateral Constraints, and Financial Spillovers","12","list(given = c(""John"", ""Haobin""), family = c(""Geanakoplos"", ""Wang""), sequence = c(""first"", ""additional""), affiliation.name = c(""Department of Economics, Yale University, and Santa Fe Institute, 30 Hillhouse Avenue, New Haven, CT 06520 (email: )"", ""International Monetary Fund, 700 19th Street NW, Washington, DC, 20431 (email: )""))","1945-7715"
"1269","American Economic Journal: Macroeconomics","2020-10-01","10.1257/mac.20160094","4","Beyond Competitive Devaluations: The Monetary Dimensions of Comparative Advantage","12","list(given = c(""Paul R."", ""Giancarlo""), family = c(""Bergin"", ""Corsetti""), sequence = c(""first"", ""additional""), affiliation.name = c(""Department of Economics, University of California at Davis, One Shields Avenue, Davis, CA 95616 (email: )"", ""Faculty of Economics, Cambridge University, Sidgwick Avenue, Cambridge CB3 9DD, United Kingdom (email: )""))","1945-7715"
"1270","American Economic Journal: Macroeconomics","2020-07-01","10.1257/mac.20180030","3","Non-Neutrality of Open-Market Operations","12","list(given = c(""Pierpaolo"", ""Salvatore""), family = c(""Benigno"", ""Nisticò""), sequence = c(""first"", ""additional""), affiliation.name = c(""Department of Economics and Finance, LUISS Guido Carli, Viale Romania 32, 00197 Rome, Italy, and EIEF (email: )"", ""“Sapienza” Università di Roma, Dip. di Scienze Sociali ed Economiche, Piazzale Aldo Moro 5, 00185 Rome, Italy, and LUISS Guido Carli (email: )""))","1945-7715"
"1271","American Economic Journal: Macroeconomics","2017-07-01","10.1257/mac.9.3.i","3","Front Matter","9","NULL","1945-7715"
"1272","American Economic Journal: Macroeconomics","2013-10-01","10.1257/mac.5.4.i","4","Front Matter","5","NULL","1945-7715"
"1273","American Economic Journal: Macroeconomics","2010-07-01","10.1257/mac.2.3.128","3","Relative Goods' Prices, Pure Inflation, and The Phillips Correlation","2","list(given = c(""Ricardo"", ""Mark W""), family = c(""Reis"", ""Watson""), sequence = c(""first"", ""additional""), affiliation.name = c(""Department of Economics, Columbia University, 1002 International Affairs Building, 420 West 118th Street, New York, NY 10027."", ""Department of Economics and Woodrow Wilson School, Princeton University, Princeton, NJ 08544-1013.""))","1945-7715"
"1274","American Economic Journal: Macroeconomics","2011-04-01","10.1257/mac.3.2.163","2","Product Market Regulation and Market Work: A Benchmark Analysis","3","list(given = c(""Lei"", ""Richard""), family = c(""Fang"", ""Rogerson""), sequence = c(""first"", ""additional""), affiliation.name = c(""Research Department, Federal Reserve Bank of Atlanta, 1000 Peachtree St. NE, Atlanta, GA, 30309."", ""Department of Economics and Woodrow Wilson School, Princeton University, Princeton, NJ 08544.""))","1945-7715"
"1275","American Economic Journal: Macroeconomics","2011-10-01","10.1257/mac.3.4.i","4","American Economic Journal Macroeconomics","3","NULL","1945-7715"
"1276","American Economic Journal: Macroeconomics","2018-07-01","10.1257/mac.20160400","3","The Political Economy of Municipal Pension Funding","10","list(given = c(""Jeffrey"", ""Daniele"", ""Holger""), family = c(""Brinkman"", ""Coen-Pirani"", ""Sieg""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""Federal Reserve Bank of Philadelphia, 10 N Independence Mall W, Philadelphia, PA 19106 (email: )"", ""Department of Economics, University of Pittsburgh, 230 S Bouquet Street, Pittsburgh, PA 15260 (email: )"", ""Department of Economics, University of Pennsylvania, 3718 Locust Walk, Philadelphia, PA 19104 (email: )""))","1945-7715"
"1277","American Economic Journal: Macroeconomics","2012-01-01","10.1257/mac.4.1.i","1","American Economic Journal Macroeconomics","4","NULL","1945-7715"
"1278","American Economic Journal: Macroeconomics","2021-01-01","10.1257/mac.20190205","1","Sectoral Price Facts in a Sticky-Price Model","13","list(given = c(""Carlos"", ""Jae Won"", ""Woong Yong""), family = c(""Carvalho"", ""Lee"", ""Park""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""Department of Economics, PUC-Rio, Rua Marquês de São Vicente, 225 Sala 210F–Gávea 22451– Rio de Janeiro, Brazil (email: )"", ""Department of Economics, University of Virginia, PO Box 40018, Charlottesville, VA 22904 (email: )"", ""Department of Economics and Institute of Economic Research, Seoul National University, 1 Gwanak-ro, Gwanak-gu, Seoul 08826, South Korea (email: )""
))","1945-7715"
"1279","American Economic Journal: Macroeconomics","2019-04-01","10.1257/mac.20170291","2","Changes in Between-Group Inequality: Computers, Occupations, and International Trade","11","list(given = c(""Ariel"", ""Eduardo"", ""Jonathan""), family = c(""Burstein"", ""Morales"", ""Vogel""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""Department of Economics, UCLA, 8283 Bunche Hall, Los Angeles, CA 90095, and NBER (email: )"", ""Department of Economics, Princeton, 291 Julis Romo Rabinowitz Building, Princeton, NJ 08544, and NBER (email: )"", ""Department of Economics, UCLA, 8283 Bunche Hall, Los Angeles, CA 90095, and NBER (email: )""))","1945-7715"
"1280","American Economic Journal: Macroeconomics","2018-07-01","10.1257/mac.20160343","3","The Role of Annuitized Wealth in Post-retirement Behavior","10","list(given = c(""John"", ""Dan"", ""Dmitriy""), family = c(""Laitner"", ""Silverman"", ""Stolyarov""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""Department of Economics, University of Michigan, 611 Tappan Ave., Ann Arbor, MI 48109 (email: )"", ""Department of Economics, W.P. Carey School of Business, Arizona State University, PO Box 879801, Tempe, AZ 85287 (email: )"", ""Department of Economics, University of Michigan, 611 Tappan Ave, Ann Arbor, MI 48109 (email: )""))","1945-7715"
"1281","American Economic Journal: Macroeconomics","2015-10-01","10.1257/mac.7.4.i","4","Front Matter","7","NULL","1945-7715"
"1282","American Economic Journal: Macroeconomics","2019-07-01","10.1257/mac.20140286","3","Asset Bubbles and Global Imbalances","11","list(given = c(""Daisuke"", ""Toan""), family = c(""Ikeda"", ""Phan""), sequence = c(""first"", ""additional""), affiliation.name = c(""Deputy Head and Senior Economist, Financial System Research Division, The Bank of Japan, 2-1-1 Nihonbashi-Hongokucho, Chuo-ku, Tokyo, Japan (email: )"", ""Economist, Research Department, The Federal Reserve Bank of Richmond, 701 E Byrd Street, Richmond, VA 23219 (email: )""))","1945-7715"
"1283","American Economic Journal: Macroeconomics","2019-10-01","10.1257/mac.20170170","4","Barriers to Reallocation and Economic Growth: The Effects of Firing Costs","11","list(given = c(""Toshihiko"", ""Sophie""), family = c(""Mukoyama"", ""Osotimehin""), sequence = c(""first"", ""additional""), affiliation.name = c(""Georgetown University, 37th and O Streets, N.W., Washington, DC 20057 (email: )"", ""Université du Québec à Montréal, C.P. 8888, succ. Centre-ville, Montréal, Québec, H3C 3P8 Canada (email: )""))","1945-7715"
"1284","American Economic Journal: Macroeconomics","2021-04-01","10.1257/mac.13.2.i","2","Front Matter","13","NULL","1945-7715"
"1285","American Economic Journal: Macroeconomics","2020-04-01","10.1257/mac.12.2.i","2","Front Matter","12","NULL","1945-7715"
"1286","American Economic Journal: Macroeconomics","2013-07-01","10.1257/mac.5.3.190","3","Sharing the Burden: Monetary and Fiscal Responses to a World Liquidity Trap","5","list(given = c(""David"", ""Michael B""), family = c(""Cook"", ""Devereux""), sequence = c(""first"", ""additional""), affiliation.name = c(""Hong Kong University of Science and Technology, Clear Water Bay, Hong Kong."", ""Vancouver School of Economics, University of British Columbia, 997-1873 East Mall, Vancouver BC Canada V6T 1Z1, Center for Economic Policy Research, National Bureau of Economic Research.""))","1945-7715"
"1287","American Economic Journal: Macroeconomics","2016-10-01","10.1257/mac.20130014","4","Public Debt and Changing Inflation Targets","8","list(given = c(""Michael U."", ""Stéphane""), family = c(""Krause"", ""Moyen""), sequence = c(""first"", ""additional""), affiliation.name = c(""Center for Macroeconomic Research, University of Cologne, Albertus-Magnus-Platz, 50923 Cologne, Germany (email: )"", ""Deutsche Bundesbank, Economic Research Center, Wilhelm-Epstein-Strasse 14, 60431 Frankfurt, Germany (email: )""))","1945-7715"
"1288","American Economic Journal: Macroeconomics","2017-07-01","10.1257/mac.20140253","3","Uncertainty at the Zero Lower Bound","9","list(given = ""Taisuke"", family = ""Nakata"", sequence = ""first"", affiliation.name = ""Division of Research and Statistics, Federal Reserve Board, 20th Street and Constitution Avenue N.W., Washington, DC 20551 (email: )"")","1945-7715"
"1289","American Economic Journal: Macroeconomics","2011-10-01","10.1257/mac.3.4.85","4","Emerging Market Currency Excess Returns","3","list(given = c(""Stephen"", ""Fumio""), family = c(""Gilmore"", ""Hayashi""), sequence = c(""first"", ""additional""), affiliation.name = c(""Head of Strategy, Future Fund, Locked Bag 20010, Melbourne VIC 3001, Australia."", ""Graduate School of International Corporate Strategy, Hitotsubashi University, National Center of Sciences, 2-1-2 Hitotsubashi, Chiyoda-ku, Tokyo 101-8439, Japan.""))","1945-7715"
"1290","American Economic Journal: Macroeconomics","2019-01-01","10.1257/mac.20160078","1","Employment Adjustment and Part-Time Work: Lessons from the United States and the United Kingdom","11","list(given = c(""Daniel"", ""Etienne""), family = c(""Borowczyk-Martins"", ""LalÉ""), sequence = c(""first"", ""additional""), affiliation.name = c(""Department of Economics, Copenhagen Business School, Porcelænshaven 16A, 2000 Frederiksberg, Denmark (email: )"", ""Department of Economics, Université du Québec à Montréal, C.P. 8888, Succ. centre ville, Montréal (QC) H3C 3P8, Canada (email: )""))","1945-7715"
"1291","American Economic Journal: Macroeconomics","2011-01-01","10.1257/mac.3.1.184","1","Professional Forecasters' Views of Permanent and Transitory Shocks to GDP","3","list(given = ""Spencer D"", family = ""Krane"", sequence = ""first"", affiliation.name = ""Federal Reserve Bank of Chicago, 230 S. LaSalle St., Chicago, IL 60604."")","1945-7715"
"1292","American Economic Journal: Macroeconomics","2021-10-01","10.1257/mac.20190115","4","Consumption Inequality and the Frequency of Purchases","13","list(given = c(""Olivier"", ""Yuriy"", ""Dmitri""), family = c(""Coibion"", ""Gorodnichenko"", ""Koustas""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""University of Texas at Austin (email: )"", ""University of California at Berkeley (email: )"", ""University of Chicago (email: )""))","1945-7715"
"1293","American Economic Journal: Macroeconomics","2021-10-01","10.1257/mac.20190211","4","MPC Heterogeneity and Household Balance Sheets","13","list(given = c(""Andreas"", ""Martin B."", ""Gisle J.""), family = c(""Fagereng"", ""Holm"", ""Natvik""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""BI Norwegian Business School. Also affiliated with Statistics Norway (email: )"", ""University of Oslo (email: )"", ""BI Norwegian Business School (email: )""))","1945-7715"
"1294","American Economic Journal: Macroeconomics","2012-10-01","10.1257/mac.4.4.68","4","Exogenous versus Endogenous Separation","4","list(given = c(""Shigeru"", ""Garey""), family = c(""Fujita"", ""Ramey""), sequence = c(""first"", ""additional""), affiliation.name = c(""Research Department, Federal Reserve Bank of Philadelphia, 10 Independence Mall, Philadelphia, PA 19106."", ""Department of Economics, University of California, San Diego, 9500 Gilman Drive, La Jolla, CA 92093.""))","1945-7715"
"1295","American Economic Journal: Macroeconomics","2019-10-01","10.1257/mac.20160377","4","The Invisible Hand of the Government: Moral Suasion during the European Sovereign Debt Crisis","11","list(given = c(""Steven"", ""Alexander"", ""Neeltje""), family = c(""Ongena"", ""Popov"", ""Van Horen""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""University of Zurich, Plattenstrasse 32, CH-8032 Zürich, Switzerland, Swiss Finance Institute, KU Leuven and CEPR (email: )"", ""European Central Bank, Sonnemannstrasse 20, D 60314 Frankfurt am Main, Germany (email: )"", ""Bank of England, Threadneedle Street, EC2R 8AH London, United Kingdom, and CEPR (email: )""))","1945-7715"
"1296","American Economic Journal: Macroeconomics","2018-10-01","10.1257/mac.20160118","4","A Model of Endogenous Loan Quality and the Collapse of the Shadow Banking System","10","list(given = ""Francesco"", family = ""Ferrante"", sequence = ""first"", affiliation.name = ""Federal Reserve Board, 20th and C Street NW, Washington, DC 20551 (email: )"")","1945-7715"
"1297","American Economic Journal: Macroeconomics","2021-04-01","10.1257/mac.20190064","2","Transmission of Monetary Policy with Heterogeneity in Household Portfolios","13","list(given = ""Ralph"", family = ""Luetticke"", sequence = ""first"", affiliation.name = ""University College London, Drayton House, 30 Gordon St., London WC1H 0AX (email: )"")","1945-7715"
"1298","American Economic Journal: Macroeconomics","2012-04-01","10.1257/mac.4.2.1","2","Are the Effects of Monetary Policy Shocks Big or Small?","4","list(given = ""Olivier"", family = ""Coibion"", sequence = ""first"", affiliation.name = ""College of William and Mary, 115 Morton Hall, Williamsburg, VA 23187, and National Bureau of Economic Research."")","1945-7715"
"1299","American Economic Journal: Macroeconomics","2019-01-01","10.1257/mac.20170390","1","Learning, Career Paths, and the Distribution of Wages","11","list(given = c(""Santiago"", ""Robert E."", ""Esteban""), family = c(""Caicedo"", ""Lucas"", ""Rossi-Hansberg""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""Department of Economics, University of Chicago, 1126 East 59th Street, Chicago, IL 60637 (email: )"", ""Department of Economics, University of Chicago, 1126 East 59th Street, Chicago, IL 60637 (email: )"", ""Department of Economics, Princeton University, 289 Julis Romo Rabinowitz Building, Princeton, NJ 08544 (email: )""), suffix = c(NA, 
""Jr."", NA))","1945-7715"
"1300","American Economic Journal: Macroeconomics","2017-01-01","10.1257/mac.20150153","1","Trying to Understand the PPPs in ICP 2011: Why Are the Results So Different?","9","list(given = c(""Angus"", ""Bettina""), family = c(""Deaton"", ""Aten""), sequence = c(""first"", ""additional""), affiliation.name = c(""Department of Economics, Woodrow Wilson School, Room 127, Princeton University, 20 Washington Road, Princeton, NJ 08544 (e-mail: )"", ""2332 Don Onofre Trail NW, Albuquerque, NM 87107 (e-mail: )""))","1945-7715"
"1301","American Economic Journal: Macroeconomics","2021-04-01","10.1257/mac.20180242","2","Monetary Policy and Inequality under Labor Market Frictions and Capital-Skill Complementarity","13","list(given = c(""Juan J."", ""Gergo"", ""Evi""), family = c(""Dolado"", ""Motyovszki"", ""Pappa""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""Department of Economics, Universidad Carlos III de Madrid, Calle Madrid, 126, 28903 Getafe, Madrid, Spain (email: )"", ""European University Institute, Department of Economics, Via delle Fontanelle 18, San Domenico di Fiesole 50014, Italy (email: )"", ""Department of Economics, Universidad Carlos III de Madrid, Calle Madrid, 126, 28903 Getafe, Madrid, Spain (email: )""
))","1945-7715"
"1302","American Economic Journal: Macroeconomics","2018-01-01","10.1257/mac.20150258","1","Job Polarization and Structural Change","10","list(given = c(""ZsÓfia L."", ""Christian""), family = c(""Bárány"", ""Siegel""), sequence = c(""first"", ""additional""), affiliation.name = c(""Department of Economics, Sciences Po, 28 rue des Saints-Pères, 75007 Paris, France (email: )"", ""School of Economics, University of Kent, Canterbury, Kent, CT2 7NP, UK (email: )""))","1945-7715"
"1303","American Economic Journal: Macroeconomics","2009-06-01","10.1257/mac.1.2.225","2","How Is Foreign Aid Spent? Evidence from a Natural Experiment","1","list(given = c(""Eric"", ""Faisal Z"", ""Charles""), family = c(""Werker"", ""Ahmed"", ""Cohen""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""Harvard Business School, Boston, MA 02163."", ""University of Chicago, Chicago, IL 60637."", ""Sankaty Advisors, 111 Huntington Avenue, Boston, MA 02199.""))","1945-7715"
"1304","American Economic Journal: Macroeconomics","2020-01-01","10.1257/mac.20170319","1","Leverage and Deepening Business-Cycle Skewness","12","list(given = c(""Henrik"", ""Ivan"", ""Søren Hove"", ""Emiliano""), family = c(""Jensen"", ""Petrella"", ""Ravn"", ""Santoro""), sequence = c(""first"", ""additional"", ""additional"", ""additional""), affiliation.name = c(""University of Copenhagen, Øster Farimagsgade 5, Bld. 26, 1353 Copenhagen, Denmark, and CEPR (email: )"", ""University of Warwick, Scarman Rd, CV4 7AL Coventry, United  Kingdom, and CEPR (email: )"", ""University of Copenhagen, Øster Farimagsgade 5, Bld. 26, 1353 Copenhagen, Denmark (e-mail: )"", ""University of Copenhagen, Øster Farimagsgade 5, Bld. 26, 1353 Copenhagen, Denmark (email: )""
))","1945-7715"
"1305","American Economic Journal: Macroeconomics","2010-04-01","10.1257/mac.2.2.165","2","Accounting for the Rise in Consumer Bankruptcies","2","list(given = c(""Igor"", ""James"", ""Michèle""), family = c(""Livshits"", ""MacGee"", ""Tertilt""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""Department of Economics, University of Western Ontario (UWO), Social Science Centre, London, Ontario, N6A 5C2 and CIFAR."", ""Department of Economics, University of Western Ontario, Social Science Centre, London, Ontario, N6A 5C2 and Federal Reserve Bank of Cleveland."", ""Department of Economics, Stanford University, 579 Serra Mall, Stanford, CA 94305-6072.""
))","1945-7715"
"1306","American Economic Journal: Macroeconomics","2014-10-01","10.1257/mac.6.4.39","4","Trade in Intermediate Inputs and Business Cycle Comovement","6","list(given = ""Robert C."", family = ""Johnson"", sequence = ""first"", affiliation.name = ""Department of Economics, Dartmouth College, 318 Rockefeller Hall, Hanover, NH 03755, and NBER (e-mail: )."")","1945-7715"
"1307","American Economic Journal: Macroeconomics","2012-01-01","10.1257/mac.4.1.190","1","Tranching, CDS, and Asset Prices: How Financial Innovation Can Cause Bubbles and Crashes","4","list(given = c(""Ana"", ""John""), family = c(""Fostel"", ""Geanakoplos""), sequence = c(""first"", ""additional""), affiliation.name = c(""George Washington University, 2115 G Street, Suite 370, Washington, DC 20009."", ""Yale University, Box 208281, New Haven, CT 06520-8281 and Santa Fe Institute.""))","1945-7715"
"1308","American Economic Journal: Macroeconomics","2017-10-01","10.1257/mac.20140302","4","The Substitution Elasticity, Factor Shares, and the Low-Frequency Panel Model","9","list(given = c(""Robert S."", ""Debdulal""), family = c(""Chirinko"", ""Mallick""), sequence = c(""first"", ""additional""), affiliation.name = c(""Department of Finance, University of Illinois at Chicago, Chicago, IL 60607 (email: )"", ""Department of Economics, Deakin University, Burwood, VIC 3125, Australia (email: )""))","1945-7715"
"1309","American Economic Journal: Macroeconomics","2016-01-01","10.1257/mac.20130183","1","Financial Innovation, Collateral, and Investment","8","list(given = c(""Ana"", ""John""), family = c(""Fostel"", ""Geanakoplos""), sequence = c(""first"", ""additional""), affiliation.name = c(""University of Virginia, Department of Economics, Monroe Hall, 248 McCormick Road, Charlottesville, VA, 22903 (e-mail: )"", ""Yale University, Department of Economics, 30 Hillhouse Avenue, New Haven, CT, 06511; Santa Fe Institute, 1399 Hyde Park Rd, Santa Fe, NM 8750 (e-mail: )""))","1945-7715"
"1310","American Economic Journal: Macroeconomics","2012-04-01","10.1257/mac.4.2.65","2","Learning in a Medium-Scale DSGE Model with Expectations Based on Small Forecasting Models","4","list(given = c(""Sergey"", ""Raf""), family = c(""Slobodyan"", ""Wouters""), sequence = c(""first"", ""additional""), affiliation.name = c(""CERGE-EI, Politickych veznu 7, 111 21 Prague 1, Czech Republic."", ""National Bank of Belgium/Université catholique de Louvain, Boulevard de Berlaimont, B-1000 Brussels, Belgium.""))","1945-7715"
